,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
29,Gunda,2020,G,16 Apr 2021,93 min,Documentary,Viktor Kosakovskiy,"Viktor Kosakovskiy, Ainara Vera",Gunda,Documentary looks at the daily life of a pig and its farm animal companions: two cows and a one-legged chicken.,English,"Norway, United States, United Kingdom",7 wins & 24 nominations,https://m.media-amazon.com/images/M/MV5BYzI0NGFhNGQtZmRmNi00MzE1LTllNGQtNDk3MmFmYjk4YmNkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,7.3,"1,628",tt11464016,movie,16 Apr 2021,"$115,691",N/A,N/A,True,
30,Finding Yingying,2020,Not Rated,11 Dec 2020,98 min,Documentary,Jiayan 'Jenny' Shi,N/A,N/A,"Yingying Zhang, a 26-year-old Chinese student, comes to the U.S. to study. In her detailed and beautiful diaries, the aspiring young scientist and teacher is full of optimism, hoping to also be married and a mother someday. Within weeks of her arrival, Yingying disappears from the campus. Through exclusive access to Yingying's family and boyfriend, Finding Yingying closely follows their journey as they search to unravel the mystery of her disappearance and seek justice for their daughter while navigating a strange, foreign country. But most of all, Finding Yingying is the story of who Yingying was: a talented young woman loved by her family and friends.","English, Mandarin",United States,8 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BYjA2YjkxZmItMTllZi00Y2NmLTk1ZTQtNWQwYTAzYzU3MmJmXkEyXkFqcGdeQXVyNDYzNzEwNzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.4,126,tt10196440,movie,N/A,N/A,N/A,N/A,True,
31,Assassins,2020,N/A,11 Dec 2020,104 min,"Documentary, Biography",Ryan White,N/A,"Siti Aisyah, Hadi Azmi, Anna Fifield","Unraveling the audacious airport assassination of the exiled and estranged half-brother to North Korean Supreme Leader Kim Jong-un, ASSASSINS is a riveting dissection of infamous dynasty dynamics and the surprising tale of two young women recruited to secure the uncontested leadership of Kim Jong-un.","Vietnamese, Indonesian, Japanese, Korean, English, Malay",United States,5 nominations,https://m.media-amazon.com/images/M/MV5BZWVlZDdlMmQtMWRlMi00MTg3LWI5YWUtYmZlMThiZTA1N2IzXkEyXkFqcGdeQXVyOTM5NzYzNTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.5,"2,065",tt11394276,movie,15 Jan 2021,N/A,N/A,N/A,True,
32,Funny Boy,2020,N/A,10 Dec 2020,109 min,Drama,Deepa Mehta,"Deepa Mehta, Shyam Selvadurai","Agam Darshi, Nimmi Harasgama, Seema Biswas","Sri Lanka of the 70's and 80's. The elegant world of upper class Tamils, a minority group in a largely majority Sinhalese country. At 8, Arjie loves dressing up like a bride and acting out a bridal procession with his girl cousins. When he is discovered by the adults, he wonders why he's being called ""funny"", a word whose meaning he can't understand, though he knows it's a 'bad' thing. Arjie is taken up by his magnetic aunt Radha, who has just returned from Canada. Radha sees that Arjie is gay and is determined to protect him and build his self-worth. But her life gets complicated when she falls in love with Anil, a charismatic Sinhalese man. Their relationship crosses ethnic boundaries in a world that simmers with tensions between the Sinhalese and Tamils. Radha must choose between her family and her lover. Arjie, witnessing his aunt's journey, learns some bitter lessons about what is possible and not in the world. We flash forward to Arjie at 17, at a new school. There, Arjie falls in love with Shehan, a Sinhalese. Meanwhile, the ethnic tension spills over into civil war, during which the family end up fleeing to Canada as refugees. Arjie now is 'free' to pursue his sexual proclivities (homosexuality is still illegal in Sri Lanka). But freedom comes at a price. The price is the preconceptions a white society has about coloured people. On one level, Funny Boy is a coming-of-age love story and on another, a film about oppression of minorities, whether it is race, culture or sexuality.","English, Tamil, Sinhala","Canada, United States, India, Sri Lanka",5 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BODIzOGNlZTgtZGMwOS00OTY2LTgwMTQtZjY3N2FlZTY2ZWEwXkEyXkFqcGdeQXVyMTA0MzA2MTk4._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,5.8,848,tt13345636,movie,10 Dec 2020,N/A,N/A,N/A,True,
33,The Prom,2020,PG-13,11 Dec 2020,130 min,"Comedy, Drama, Musical",Ryan Murphy,"Bob Martin, Chad Beguelin, Matthew Sklar","Meryl Streep, James Corden, Nicole Kidman","In desperate need of a noble cause to revive their public images and bounce back, self-centred Broadway thespians, Dee Dee Allen and Barry Glickman, the narcissistic stars of Eleanor, The Eleanor Roosevelt Story, have come up with a foolproof plan to earn some positive publicity. As a result, to help Emma, a bright-eyed high-school student who has recently come out of the closet, make her dream come true, the flamboyant celebrity activists and their fellow struggling actors, Angie Dickinson and Trent Oliver, head to the small town of Edgewater, Indiana, to right a wrong. But, Emma only wants to take her girlfriend to the prom, and intolerance stands in the way of acceptance and happiness. Can the bold quartet give Emma the prom she deserves?",English,United States,5 wins & 29 nominations,https://m.media-amazon.com/images/M/MV5BMjUyN2U3YjgtZmFjZC00MzBlLWFkZDItZWQxM2QwMDdjNDMyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,5.9,"25,546",tt10161886,movie,11 Dec 2020,N/A,N/A,N/A,True,
34,Wild Mountain Thyme,2020,PG-13,11 Dec 2020,102 min,"Comedy, Drama, Romance",John Patrick Shanley,John Patrick Shanley,"Emily Blunt, Jamie Dornan, Jon Hamm","The headstrong farmer Rosemary Muldoon (Emily Blunt) has her heart set on winning her neighbor Anthony Reilly's love. The problem is Anthony (Jamie Dornan) seems to have inherited a family curse, and remains oblivious to his beautiful admirer. Stung by his father Tony's (Christopher Walken) plans to sell the family farm to his American nephew (Jon Hamm), Anthony is jolted into pursuing his dreams in this comedic, moving and wildly romantic tale.",English,"Ireland, United Kingdom, United States",5 nominations,https://m.media-amazon.com/images/M/MV5BYzhhOTdiYzAtMDJiYS00NDA0LWJmN2EtODljMDJmNDMxZDk3XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,5.7,"6,435",tt6842770,movie,11 Dec 2020,"$213,440",N/A,N/A,True,
35,The Weasel's Tale,2019,N/A,11 Dec 2020,129 min,"Comedy, Drama",Juan José Campanella,"Juan José Campanella, Augusto Giustozzi, Darren Kloomok","Graciela Borges, Oscar Martínez, Luis Brandoni","A group of four old friends conformed by a film director, a film writer, an actress and her husband share a big house in the country. Their coexistence is menaced by a young couple who resourcefully and deceitfully seek to get them to sell the house to develop a real estate project of their own.",Spanish,"Argentina, Spain",4 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BMTFhYWZjZmYtMTk4NS00NzFlLTgwMjMtZWRjNDFmMGEyMGFmXkEyXkFqcGdeQXVyODcyNTYzMTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",N/A,7.3,"2,733",tt8453986,movie,19 Oct 2021,N/A,N/A,N/A,True,
36,Farewell Amor,2020,Unrated,11 Dec 2020,95 min,"Drama, Music, Romance",Ekwa Msangi,Ekwa Msangi,"Ntare Guma Mbaho Mwine, Zainab Jah, Jayme Lawson","Reunited after 17 years, an Angolan immigrant is joined in the U.S. by his wife and daughter. Now strangers sharing a one-bedroom apartment, they discover a shared love of dance that may help them overcome the distance between them.","English, Portuguese, Aboriginal",United States,9 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BYzk0YzJhMDAtZGI4MS00ZmVlLWFkZTgtY2YzMDAyNDE0ZGEyXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.9,"1,041",tt11380884,movie,11 Dec 2020,"$4,689",N/A,N/A,True,
37,A Dog Called Money,2019,TV-MA,09 Dec 2020,94 min,Documentary,Seamus Murphy,Seamus Murphy,PJ Harvey,"As imaginative as the creative process it documents, A DOG CALLED MONEY is a uniquely intimate journey through the inspiration, writing and recording of a PJ Harvey record. Writer and musician Harvey and award-winning photographer Seamus Murphy, hatched a collaboration. Seeking first-hand experience of the countries she wanted to write about, Harvey accompanied Murphy on some of his worldwide reporting trips, joining him in Afghanistan, Kosovo, and Washington DC. Harvey collected words, Murphy collected images. Back home, the words become poems, songs, then an album, which is recorded in an unprecedented art experiment in Somerset House, London. In a specially constructed room behind one-way glass, the public - all cameras surrendered - are invited to watch the 5 week process as a live sound-sculpture. Murphy exclusively documents the experiment with the same forensic vision and private access as their travels. By capturing the immediacy of their encounters with the people and places they visited, Murphy shows the humanity at the heart of the work, tracing the sources of the songs, their special metamorphosis into recorded music, and, ultimately, cinema.",English,"Ireland, United Kingdom, United States",3 nominations,https://m.media-amazon.com/images/M/MV5BZDVhMmUwM2EtY2ZlYi00NmMxLWI5NWYtMGM4NmYzNjMyOGIxXkEyXkFqcGdeQXVyMjU4MTMyMjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.6,648,tt8299778,movie,N/A,N/A,N/A,N/A,True,
38,Sing Me a Song,2019,N/A,01 Jan 2021,100 min,Documentary,Thomas Balmès,N/A,"Peyangki, Ugyen","Ten years ago, director Thomas Balmès was filming in the small country of Bhutan, nestled between India and China, before the mass onset of the internet. He focused on a seven-year-old Buddhist named Peyangki who lived in a monastery set against a stunning mountainous backdrop. Peyangki confides to the camera his hopes and fears about the arrival of electricity. That is the opening of Sing Me A Song which then skips to the present. Peyangki is an 17-year-old monk, still at the monastery, but now awaking to the alarm of the smartphone that is his constant tool for every minute of the day, even during prayers. The film follows Peyangki in his rural monastery as he forms, via WeChat, a virtual relationship with a barroom singer named Ugyen who lives in the capital, Thimphu. She sings him love songs while he saves money from collecting medicinal mushrooms to go visit her. We watch their long-distance relationship evolve from both sides. As with all internet dating, there are obfuscations and false projections about the future. Balmès is a master of observation as he demonstrated in his longitudinal study Babies, which chronicled the development of infants in different parts of the world. With beautiful cinematography, he Marshall's nuance, humor, and humanity. To witness the effects of technology in a country that kept it at bay for so long gives us a fresh lens to reflect on what it means to our own lives.",Dzongkha,"France, Germany, Switzerland",1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BOTEwYmZiMWUtZDEyOS00ZjFjLWEyNDctN2M2N2E3NGQ5OGM2XkEyXkFqcGdeQXVyNjU1NzU3MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.0,161,tt10883362,movie,N/A,N/A,N/A,N/A,True,
39,Let Them All Talk,2020,R,10 Dec 2020,113 min,"Comedy, Drama",Steven Soderbergh,Deborah Eisenberg,"Meryl Streep, Gemma Chan, Dianne Wiest","Alice is convinced to attend an award ceremony in GB. She does not fly hence she is offered to cruise from NY to Southampton, along side two old college friends and her nephew. The journey is a set for the four to talk and re-establish relationships and past differences. There's a fifth person in disguise. Yet the finale reshuffles a set trajectory",English,United States,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BOWIwMDFiZTMtMTc2NS00ZjkxLWJmNDgtOWFhZjVkNDNkZTgzXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.1,"9,519",tt10808832,movie,10 Dec 2020,N/A,N/A,N/A,True,
40,To the Ends of the Earth: Birds of East Africa,2020,N/A,16 Apr 2020,57 min,Documentary,Todd Gustafson,Todd Gustafson,Todd Gustafson,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt12723328,movie,N/A,N/A,N/A,N/A,True,
41,Godmothered,2020,PG,04 Dec 2020,110 min,"Comedy, Drama, Family",Sharon Maguire,"Kari Granlund, Melissa K. Stack","June Squibb, Jillian Bell, Sonia Manzano",A young and unskilled fairy godmother ventures out on her own to prove her worth by tracking down a young girl whose request for help was ignored.,"English, Latin",United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BZTdkYjM0ZTQtNTc5NS00YzcxLWI0OTMtNTVjNmRlMGE3MmUzXkEyXkFqcGdeQXVyNjMwMzc3MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.1,"11,263",tt11681250,movie,04 Dec 2020,N/A,N/A,N/A,True,
42,Mank,2020,R,04 Dec 2020,131 min,"Biography, Comedy, Drama",David Fincher,Jack Fincher,"Gary Oldman, Amanda Seyfried, Lily Collins","1940. Film studio RKO hires 24-year-old wunderkind Orson Welles under a contract that gives him full creative control of his movies. For his first film, he calls in washed-up alcoholic Herman J Mankiewicz to write the screenplay. That film is ""Citizen Kane,"" and this is the story of how it was written.","English, German, Latin",United States,Won 2 Oscars. 55 wins & 262 nominations total,https://m.media-amazon.com/images/M/MV5BZTllMjI0ZGYtM2FmZC00ZmY4LTlkNTYtZThlOWQ1OGQyZTA3XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,6.9,"67,714",tt10618286,movie,04 Dec 2020,N/A,N/A,N/A,True,
43,76 Days,2020,Not Rated,04 Dec 2020,93 min,"Documentary, Drama","Weixi Chen, Hao Wu, Anonymous",Hao Wu,N/A,"Raw and intimate, this documentary captures the struggles of patients and frontline medical professionals battling the COVID-19 pandemic in Wuhan.",Mandarin,"United States, China",Won 1 Primetime Emmy. 4 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BZmM0MWJiNmEtOWE3Zi00YzczLTkzMzItOGM2MzE3Yzc0MjExXkEyXkFqcGdeQXVyMjAyODk4NzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.1,"1,112",tt12801326,movie,N/A,N/A,N/A,N/A,True,
44,Half Brothers,2020,PG-13,04 Dec 2020,96 min,"Comedy, Drama",Luke Greenfield,"Ali LeRoi, Eduardo Cisneros, Jason Shuman","Luis Gerardo Méndez, José Zúñiga, Vincent Spano","Renato, a Mexican aviation exec, is shocked to learn he has an American half-brother he never knew about, the free-spirited Asher. They are forced on a road trip together, tracing the path their father took from Mexico to the US.","Spanish, English","Mexico, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BNWYyMWFmYjMtMjBiZi00MDdmLWIyMjAtZWNlMGQ0YjI2NTBkXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,6.1,"2,014",tt10515926,movie,23 Dec 2020,"$2,241,980",N/A,N/A,True,
45,Crock of Gold: A Few Rounds with Shane MacGowan,2020,N/A,04 Dec 2020,124 min,"Documentary, Biography, Music",Julien Temple,Julien Temple,"Shane MacGowan, Johnny Depp, Siobhan MacGowan",A look at the life of Irish singer/songwriter and Pogues frontman Shane MacGowan.,English,"United States, United Kingdom, Ireland",1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMDU1MDFlZmQtOGE2NC00MDNjLTlhYWEtZjY5YWNkNWZiZDExXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}]",N/A,7.8,"1,180",tt11778272,movie,04 Dec 2020,"$2,455",N/A,N/A,True,
46,I'm Your Woman,2020,R,11 Dec 2020,120 min,"Crime, Drama",Julia Hart,"Julia Hart, Jordan Horowitz","Rachel Brosnahan, Marsha Stephanie Blake, Arinzé Kene","In this 1970s set crime drama, a woman is forced to go on the run after her husband betrays his partners, sending her and her baby on a dangerous journey.",English,United States,2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BOGZhZGM2MjQtODY0ZC00ZmRkLThjOGQtOTAwMGFkYTY5ZmZlXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.2,"8,116",tt10243992,movie,11 Dec 2020,N/A,N/A,N/A,True,
47,Black Bear,2020,R,04 Dec 2020,104 min,"Comedy, Drama",Lawrence Michael Levine,Lawrence Michael Levine,"Aubrey Plaza, Christopher Abbott, Sarah Gadon","At a remote lake house in the Adirondack Mountains, a couple entertains an out-of-town guest looking for inspiration in her filmmaking. The group quickly falls into a calculated game of desire, manipulation, and jealousy, unaware of how dangerously convoluted their lives will soon become in the filmmaker's pursuit of a work of art, which blurs the boundaries between autobiography and invention.",English,United States,2 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BYTE0ZGVkNzctNTE1Ny00NGM2LWIzYzUtMDQ1YzAyYmQyYTE3XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,6.6,"9,117",tt9601220,movie,04 Dec 2020,N/A,N/A,N/A,True,
