,display_title,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,link,multimedia
46,Half Brothers,PG-13,0,Ben Kenigsberg,‘Half Brothers’ Review: Distant Relations,An uptight Mexican aviation executive and an American doofus learn they’re related in this mawkish comedy.,2020-12-03,2020-12-04,2020-12-03 12:04:08,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/12/03/movies/half-brothers-review.html', 'suggested_link_text': 'Read the New York Times Review of Half Brothers'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/12/02/arts/halfbrothers1/merlin_180535788_583a0e2d-2ec3-404e-b25a-3e101ff4fbf3-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
47,Crock of Gold,,0,Glenn Kenny,"‘Crock of Gold’ Review: Shane MacGowan, Still Alive and Laughing",The hell-raising Irish musician is the subject of this Julien Temple documentary.,2020-12-03,2020-12-04,2020-12-03 12:04:06,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/12/03/movies/crock-of-gold-review.html', 'suggested_link_text': 'Read the New York Times Review of Crock of Gold'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/12/03/arts/03crockofgold-art/03crockofgold-art-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
48,I'm Your Woman,R,0,Glenn Kenny,‘I’m Your Woman’ Review: On the Run With a Baby,Rachel Brosnahan stars in this unconventional crime movie directed by Julia Hart.,2020-12-03,2020-12-11,2020-12-03 12:04:07,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/12/03/movies/im-your-woman-review.html', 'suggested_link_text': ""Read the New York Times Review of I'm Your Woman""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/12/03/arts/03imyourwoman/03imyourwoman-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
49,Black Bear,R,0,Teo Bugbee,"‘Black Bear’ Review: Two’s Company, Three’s an Art Project",Artistic and romantic alliances shift among a trio of artists in this conceptual drama.,2020-12-03,2020-12-04,2020-12-03 12:04:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/12/03/movies/black-bear-review.html', 'suggested_link_text': 'Read the New York Times Review of Black Bear'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/12/02/arts/blackbear1/merlin_180534918_d7559728-fd3b-4257-b463-a5a016080220-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
50,Another Round,Not Rated,0,Devika Girish,‘Another Round’ Review: They’ll Drink to That,"The Danish director Thomas Vinterberg’s latest film is a sweet, strangely modest tragicomedy about the pleasures of (mostly banal) excess.",2020-12-03,2021-02-05,2020-12-03 12:04:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/12/03/movies/another-round-review.html', 'suggested_link_text': 'Read the New York Times Review of Another Round'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/12/04/arts/another1/another1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
51,Minor Premise,,0,Kristen Yoonsoo Kim,‘Minor Premise’ Review: A Minor Entry in the Sci-Fi Genre,Experiments with consciousness go berserk in Eric Schultz’s lean neurological feature debut.,2020-12-03,2020-12-04,2020-12-03 12:04:05,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/12/03/movies/minor-premise-review.html', 'suggested_link_text': 'Read the New York Times Review of Minor Premise'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/12/02/arts/minor2/minor2-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
52,Mayor,,1,Ben Kenigsberg,‘Mayor’ Review: Leading a City With the World Watching,"This documentary focuses on the Ramallah mayor Musa Hadid, who leads a city in the global spotlight.",2020-12-02,2020-12-02,2020-12-02 12:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/12/02/movies/mayor-review.html', 'suggested_link_text': 'Read the New York Times Review of Mayor'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/12/01/arts/mayor1/mayor1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
53,Baby God,,0,Amy Nicholson,‘Baby God’ Review: Sins of the Father,Hannah Olson’s documentary looks at a Las Vegas doctor who used his own sperm to secretly impregnate multiple women.,2020-12-02,2020-12-02,2020-12-02 17:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/12/02/movies/baby-god-review.html', 'suggested_link_text': 'Read the New York Times Review of Baby God'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/12/03/arts/babygod1/babygod1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
54,Disco,Not Rated,0,Ben Kenigsberg,‘Disco’ Review: Devoted to Dancing (and More),This Norwegian drama shows a strong feel for pulsing bass but a weaker sense of character.,2020-12-01,,2020-12-01 12:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/12/01/movies/disco-review.html', 'suggested_link_text': 'Read the New York Times Review of Disco'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/30/arts/disco1/disco1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
55,Black Beauty,,0,Robert Daniels,‘Black Beauty’ Review: A Melodrama in Need of Rougher Edges,"Set in the present day, this adaptation of the classic children’s novel forgets why the story of a horse surviving the maliciousness of humans has endured for so long.",2020-11-27,2020-11-27,2020-11-27 05:06:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/27/movies/black-beauty-review.html', 'suggested_link_text': 'Read the New York Times Review of Black Beauty'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/28/arts/blackbeauty1/blackbeauty1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
56,My Psychedelic Love Story,TV-14,1,Glenn Kenny,‘My Psychedelic Love Story’ Review: On the Run With Timothy Leary,"This Errol Morris documentary explores the relationship between the LSD guru and Joanna Harcourt-Smith, a woman who likened herself to Mata Hari.",2020-11-26,,2020-11-26 12:04:06,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/26/movies/my-psychedelic-love-story-review.html', 'suggested_link_text': 'Read the New York Times Review of My Psychedelic Love Story'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/27/arts/26mypsychedelic/26mypsychedelic-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
57,Zappa,Not Rated,1,Glenn Kenny,‘Zappa’ Review: Portrait of a Rock Star and a Nation’s Hero,"The documentary, directed by Alex Winter, portrays the musician and composer Frank Zappa as a sort of noble.",2020-11-26,2020-11-27,2020-11-26 12:04:06,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/26/movies/zappa-review.html', 'suggested_link_text': 'Read the New York Times Review of Zappa'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/27/arts/26zappa-3/26zappa-3-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
58,Superintelligence,PG,0,Glenn Kenny,‘Superintelligence’ Review: Melissa McCarthy Has to Save the World,"In this comedy from Ben Falcone, McCarthy plays the world’s most average human, picked to save the world by an A.I. entity with the voice of James Corden.",2020-11-26,2020-11-26,2020-11-26 12:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/26/movies/superintelligence-review.html', 'suggested_link_text': 'Read the New York Times Review of Superintelligence'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/26/arts/26superintelligence-art/26superintelligence-art-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
59,Stardust,,0,Glenn Kenny,"‘Stardust’ Review: A Week With David Bowie, Unaccompanied by His Music","A more accurate title for this movie, set in the early ’70s, would be “Johnny Flynn Sings Jacques Brel.”",2020-11-26,,2020-11-26 12:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/26/movies/stardust-review-a-week-with-david-bowie-unaccompanied-by-his-music.html', 'suggested_link_text': 'Read the New York Times Review of Stardust'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/25/arts/25stardust-pix/merlin_180254475_ed728f81-d493-40ae-baf5-1990f1f3a032-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
60,Mosul,TV-MA,0,Ben Kenigsberg,"‘Mosul’ Review: In Iraq, This Time It’s Personal",A rogue Iraqi SWAT team fights the Islamic State in Matthew Michael Carnahan’s action thriller.,2020-11-26,2020-11-26,2020-11-26 12:04:05,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/26/movies/mosul-review.html', 'suggested_link_text': 'Read the New York Times Review of Mosul'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/25/arts/mosul1/merlin_180254640_bbb167d2-6dca-4e72-ad48-9b1ba5f23e66-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
61,Kill It and Leave This Town,,0,Maya Phillips,"‘Kill It and Leave This Town’ Review: Grotesque, Bleak and Endless",One viewing is enough for this animated feature debut by the Polish director Mariusz Wilczynski.,2020-11-26,,2020-11-26 12:04:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/26/movies/review-kill-it-and-leave-this-town.html', 'suggested_link_text': 'Read the New York Times Review of Kill It and Leave This Town'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/26/arts/26killit-pix/26killit-pix-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
62,Happiest Season,PG-13,1,Teo Bugbee,‘Happiest Season’ Review: Make the Yuletide Gay,Straight expectations sour a lesbian couple’s holidays in this romantic comedy.,2020-11-25,2020-11-25,2020-11-25 12:04:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/25/movies/happiest-season-review.html', 'suggested_link_text': 'Read the New York Times Review of Happiest Season'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/27/arts/happiest1/happiest1-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
63,Overseas,Not Rated,0,Devika Girish,‘Overseas’ Review: Human Capital,This observational documentary is set in a training center for Filipino women who are deployed abroad to work as domestic help.,2020-11-25,2020-11-25,2020-11-25 20:20:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/25/movies/overseas-review.html', 'suggested_link_text': 'Read the New York Times Review of Overseas'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/24/arts/overseas1/merlin_180285882_3288a5f6-2c12-4e03-8e63-2dc4f81b2518-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
64,The Croods: A New Age,PG,0,Ben Kenigsberg,‘The Croods: A New Age’ Review: More Civilized,This animated sequel accelerates the prehistoric characters’ clash with modernity.,2020-11-25,2020-11-25,2020-11-25 12:04:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/25/movies/the-croods-a-new-age-review.html', 'suggested_link_text': 'Read the New York Times Review of The Croods: A New Age'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/23/arts/croods1/croods1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
65,Uncle Frank,R,0,Ben Kenigsberg,"‘Uncle Frank’ Review: Coming of Age, Coming to Terms",A first-year college student learns her cool uncle’s secrets in Alan Ball’s film.,2020-11-25,2020-11-25,2020-11-25 12:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/25/movies/uncle-frank-review.html', 'suggested_link_text': 'Read the New York Times Review of Uncle Frank'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/24/arts/uncle1/uncle1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
66,The Christmas Chronicles 2,PG,0,Natalia Winkelman,‘The Christmas Chronicles: Part Two’ Review: Meet the Clauses,"Kids explore the marvels of Santa’s Village in this sugary, busy Netflix sequel that stars Kurt Russell and Goldie Hawn as Mr. and Mrs. Claus.",2020-11-25,2020-11-25,2020-11-25 08:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/25/movies/the-christmas-chronicles-part-two-review.html', 'suggested_link_text': 'Read the New York Times Review of The Christmas Chronicles 2'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/23/arts/christmaschronicles1/christmaschronicles1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
67,Hillbilly Elegy,R,0,A.O. Scott,‘Hillbilly Elegy’ Review: I Remember Mamaw,Glenn Close and Amy Adams star in Ron Howard’s Hollywoodized version of J.D. Vance’s best seller.,2020-11-23,2020-11-24,2020-11-23 22:08:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/23/movies/hillbilly-elegy-review.html', 'suggested_link_text': 'Read the New York Times Review of Hillbilly Elegy'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/27/arts/23hillbilly1/23hillbilly1-mediumThreeByTwo210-v2.jpg', 'height': 140, 'width': 210}"
68,Christmas on the Square,TV-PG,0,Wesley Morris,‘Dolly Parton’s Christmas on the Square’ Review: Holiday Winks,"Netflix’s peppy holiday musical has a campy streak and original songs by the country star, who plays a homeless angel with lessons for the town Scrooge.",2020-11-23,2020-11-22,2020-11-23 18:50:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/23/movies/dolly-partons-christmas-on-the-square-review.html', 'suggested_link_text': 'Read the New York Times Review of Christmas on the Square'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/24/arts/23dollyparton-review2/merlin_179314785_81cd496e-5417-4ecb-9642-cf8a8a066957-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
69,Shawn Mendes: In Wonder,TV-MA,0,Chris Azzopardi,‘Shawn Mendes: In Wonder’ Review: A Skin-Deep Portrait,"This Netflix documentary wants so much to be a humanizing look at Mendes, but it doesn’t crack his polished pop-idol veneer.",2020-11-23,2020-11-23,2020-11-23 08:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/23/movies/shawn-mendes-in-wonder-review.html', 'suggested_link_text': 'Read the New York Times Review of Shawn Mendes: In Wonder'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/20/arts/shawn1/shawn1-mediumThreeByTwo210.jpg', 'height': 140, 'width': 210}"
70,Belushi,,0,Nicolas Rapold,‘Belushi’ Review: A Comic in Full,"R.J. Cutler’s biographical documentary about the comedy legend hits home hardest as a kind of love story, thanks to candid letters and audio interviews with colleagues.",2020-11-20,2020-11-22,2020-11-20 17:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/20/movies/belushi-review.html', 'suggested_link_text': 'Read the New York Times Review of Belushi'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/21/arts/20belushi1/20belushi1-mediumThreeByTwo210-v3.jpg', 'height': 140, 'width': 210}"
71,The Real Right Stuff,TV-14,0,Amy Nicholson,‘The Real Right Stuff’ Review: A Movie Still Waiting for Liftoff,This Disney+ space race documentary is a bland chronology of successful launches and minor mishaps.,2020-11-20,2020-11-20,2020-11-20 12:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/20/movies/the-real-right-stuff-review.html', 'suggested_link_text': 'Read the New York Times Review of The Real Right Stuff'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/21/arts/21realright1/realright1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
72,Mangrove,,1,A.O. Scott,‘Mangrove’ Review: A Restaurant’s Radicalism,The first episode in Steve McQueen’s “Small Axe” anthology dramatizes protest and police brutality in 1960s London.,2020-11-19,2020-11-20,2020-11-19 18:02:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/19/movies/mangrove-review-small-axe.html', 'suggested_link_text': 'Read the New York Times Review of Mangrove'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/20/arts/19mangrove1/19mangrove1-mediumThreeByTwo210-v3.jpg', 'height': 140, 'width': 210}"
73,Collective,Not Rated,1,Manohla Dargis,‘Collective’ Review: When Tragedy Consumes a Nation,The shocking Romanian documentary “Collective” revisits a 2015 fire that killed scores of people and brought down the government.,2020-11-19,2020-11-20,2020-11-19 14:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2020/11/19/movies/collective-documentary-review.html', 'suggested_link_text': 'Read the New York Times Review of Collective'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2020/11/19/arts/19collective1/19collective1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
