,display_title,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,link,multimedia
45,Encanto,PG,1,Maya Phillips,"‘Encanto’ Review: In This House, We Make Magic","Disney’s new film, about a gifted family in Colombia, has stunning animation, a beautifully composed story and spellbinding songs by Lin-Manuel Miranda.",2021-11-23,2021-11-24,2021-11-23 19:05:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/23/movies/encanto-review.html', 'suggested_link_text': 'Read the New York Times Review of Encanto'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/23/arts/23encanto1/23encanto1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
46,Boiling Point,R,0,Glenn Kenny,‘Boiling Point’ Review: The Worst Night in the Life of a Restaurant,Stephen Graham scowls and swears his way through a night of bad service in this single-shot drama set in London.,2021-11-23,,2021-12-01 22:16:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/23/movies/boiling-point-review.html', 'suggested_link_text': 'Read the New York Times Review of Boiling Point'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/26/arts/25boiling-point/merlin_198006852_cce5e3ec-07ab-4ec7-9199-f425d466d589-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
47,House of Gucci,R,0,A.O. Scott,"‘House of Gucci’ Review: Murder, Italian-Style","Lady Gaga, Adam Driver, Al Pacino and Jared Leto serve up a heaping platter of prosciutto in Ridley Scott’s tale of family treachery.",2021-11-23,2021-11-24,2021-11-23 18:30:09,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/23/movies/house-of-gucci-review.html', 'suggested_link_text': 'Read the New York Times Review of House of Gucci'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/23/arts/house1/house1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
48,King Richard,PG-13,1,A.O. Scott,‘King Richard’ Review: Father Holds Court,"Will Smith and Aunjanue Ellis play the parents of Venus and Serena Williams in a warm, exuberant, old-fashioned sports drama.",2021-11-18,2021-11-19,2021-11-18 18:30:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/18/movies/king-richard-review-will-smith.html', 'suggested_link_text': 'Read the New York Times Review of King Richard'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/18/arts/18king-richard1/18king-richard1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
49,The First Wave,R,1,Teo Bugbee,‘The First Wave’ Review: How to Fight a Virus,"The documentary tracks the first four months of the novel coronavirus in March 2020, as it overwhelms works at a hospital in Queens.",2021-11-18,2021-11-19,2021-11-18 12:02:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/18/movies/the-first-wave-review.html', 'suggested_link_text': 'Read the New York Times Review of The First Wave'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/18/arts/18first-wave/18first-wave-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
50,Bad Luck Banging or Loony Porn,,1,A.O. Scott,"‘Bad Luck Banging or Loony Porn’ Review: No Sex, Please, We’re Romanian","A viral video scandal ensnares a Bucharest schoolteacher in Radu Jude’s biting, bawdy and brilliant Covid-age fable.",2021-11-18,2021-11-19,2021-11-18 12:04:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/18/movies/bad-luck-banging-or-loony-porn-review.html', 'suggested_link_text': 'Read the New York Times Review of Bad Luck Banging or Loony Porn'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/19/arts/18bad-luck1/18bad-luck1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
51,,,0,Concepción de León,‘She Paradise’ Review: Coming of Age Through Soca,"A teenager living in poverty in Trinidad and Tobago joins a dance group to make money, but she soon realizes success comes at a cost.",2021-11-18,,0001-01-01 00:00:00,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/18/movies/she-paradise-review.html', 'suggested_link_text': 'Read the New York Times Review of '}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/17/arts/sheparadaise3/sheparadaise3-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
52,Jagged,TV-MA,0,Elisabeth Vincentelli,‘Jagged’ Review: The Painful Road to Era-Defining Success,This documentary from Alison Klayman catalogs the odds that Alanis Morissette overcame to make her 1995 hit album “Jagged Little Pill.”,2021-11-18,2021-11-18,2021-12-01 22:17:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/18/movies/jagged-review.html', 'suggested_link_text': 'Read the New York Times Review of Jagged'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/19/arts/jagged1/jagged1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
53,Kurt Vonnegut: Unstuck in Time,Not Rated,0,Glenn Kenny,‘Kurt Vonnegut: Unstuck in Time’ Review: An Idol Shares the Camera,"Fans of Tralfamadore and more are escorted through the author’s reminiscences, but the focus is swiveled a bit to take in the tour guide himself.",2021-11-18,,2021-11-24 16:56:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/18/movies/kurt-vonnegut-unstuck-in-time-review.html', 'suggested_link_text': 'Read the New York Times Review of Kurt Vonnegut: Unstuck in Time'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/19/arts/18vonnegut-pix1/merlin_197753136_82bf6600-abc0-4607-9824-991c5a2df8d8-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
54,Ghostbusters: Afterlife,PG-13,0,Manohla Dargis,‘Ghostbusters: Afterlife’ Review: A Play for Nostalgia and Merch,"Jason Reitman, son of the original “Ghostbusters” director, delivers a toothless film with Paul Rudd as a love interest and plenty of cutesy ghosts.",2021-11-18,2021-11-19,2021-11-18 19:21:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/18/movies/ghostbusters-afterlife-review.html', 'suggested_link_text': 'Read the New York Times Review of Ghostbusters: Afterlife'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/19/arts/19ghostbusters-afterlife-print/merlin_197751240_2a02698c-afa7-4478-9fe5-6c5df98df738-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
55,C'mon C'mon,R,0,Manohla Dargis,‘C’mon C’mon’ Review: Are You My Mommy?,"In Mike Mills’s latest film, Joaquin Phoenix plays an uncle who takes care of his precocious nephew during a family crisis.",2021-11-18,2021-11-19,2021-11-18 17:40:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/18/movies/cmon-cmon-review-joaquin-phoenix.html', 'suggested_link_text': ""Read the New York Times Review of C'mon C'mon""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/19/arts/18cmon-cmon-1/merlin_197779245_e238f3cc-d0cf-47bb-8dc1-5f7b0c24e712-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
56,The Princess Switch 3,TV-PG,0,Helen T. Verongos,"‘The Princess Switch 3’ Review: Meow, It’s Fiona’s Turn",A golden star on loan from the Vatican to crown the holiday tree in tiny Montenaro has been stolen. What’s a royal family to do?,2021-11-18,2021-11-18,2021-11-18 15:35:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/18/movies/the-princess-switch-3-review.html', 'suggested_link_text': 'Read the New York Times Review of The Princess Switch 3'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/18/multimedia/18princess-3-pix/18princess-3-pix-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
57,India Sweets and Spices,PG-13,0,Lisa Kennedy,"‘India Sweets and Spices’ Review: Gossip, Secrets and Biting Laughs",A party invitation exposes a family and a community in this Geeta Malik feature starring Sophia Ali.,2021-11-18,2021-11-19,2021-11-18 12:06:07,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/18/movies/india-sweets-and-spices-review.html', 'suggested_link_text': 'Read the New York Times Review of India Sweets and Spices'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/18/arts/18indiasweets-art/merlin_197793456_37db989b-f448-4b02-a862-d902e5ad72d8-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
58,Zeros and Ones,R,0,Jeannette Catsoulis,‘Zeros and Ones’ Review: Plague and Paranoia,Abel Ferrara’s lockdown experiment is a spooky political thriller with a double dose of Ethan Hawke.,2021-11-18,2021-11-19,2021-11-18 12:03:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/18/movies/zeros-and-ones-review-plague-and-paranoia.html', 'suggested_link_text': 'Read the New York Times Review of Zeros and Ones'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/16/arts/zeros2/zeros2-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
59,"tick, tick...Boom!",PG-13,0,Amy Nicholson,"‘Tick, Tick … Boom!’ Review: A Bohemian’s Rhapsodies","Andrew Garfield stars as Jonathan Larson, the composer and lyricist of “Rent,” in this meta-musical directed by Lin-Manuel Miranda.",2021-11-18,2021-11-19,2021-11-18 12:05:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/18/movies/tick-tick-boom-review.html', 'suggested_link_text': 'Read the New York Times Review of tick, tick...Boom!'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/19/arts/tick1/tick1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
60,Procession,R,0,Ben Kenigsberg,‘Procession’ Review: Art as Exorcism,"In this experimental documentary streaming on Netflix, six survivors of abuse within the Catholic Church use filmmaking to confront traumatic memories.",2021-11-18,2021-11-19,2021-11-18 15:18:11,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/18/movies/procession-review.html', 'suggested_link_text': 'Read the New York Times Review of Procession'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/16/arts/procession1/procession1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
61,Black Friday,,0,Lena Wilson,‘Black Friday’ Review: Killer Sales Bring Killer Customers,"In this horror-comedy, a group of resentful retail workers struggle to survive as shoppers overtaking their toy store are ravaged by a zombie plague.",2021-11-18,2021-11-19,2021-11-18 12:01:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/18/movies/black-friday-review.html', 'suggested_link_text': 'Read the New York Times Review of Black Friday'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/17/arts/blackfriday1/blackfriday1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
62,Prayers for the Stolen,R,0,Beatrice Loayza,‘Prayers for the Stolen’ Review: Coming of Age Among the Poppies,Tatiana Huezo’s feature film is based on a novel about girls growing up in Mexico in communities terrorized by opium cartels.,2021-11-17,2021-11-17,2021-11-17 12:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/17/movies/prayers-for-the-stolen-review-coming-of-age-among-the-poppies.html', 'suggested_link_text': 'Read the New York Times Review of Prayers for the Stolen'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/17/arts/17prayers-pix1/17prayers-pix1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
63,Aulcie,,0,Natalia Winkelman,"‘Aulcie’ Review: Love and Basketball, in Israel","This melodramatic documentary chronicles how Aulcie Perry, a basketball center from New Jersey, became a celebrity in Israel after he joined the Maccabi Tel Aviv team.",2021-11-16,,2021-11-16 21:36:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/16/movies/aulcie-review.html', 'suggested_link_text': 'Read the New York Times Review of Aulcie'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/15/arts/aulcie1/aulcie1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
64,A Choice of Weapons: Inspired by Gordon Parks,,0,Nicolas Rapold,‘A Choice of Weapons: Inspired by Gordon Parks’ Review: Defining Portraits,This documentary celebrates how the work of the great photographer Gordon Parks brought a nuanced fidelity to Black experience.,2021-11-16,2021-11-15,2021-11-16 15:44:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/16/movies/a-choice-of-weapons-inspired-by-gordon-parks-review.html', 'suggested_link_text': 'Read the New York Times Review of A Choice of Weapons: Inspired by Gordon Parks'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/15/arts/choice1/choice1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
65,Passing,PG-13,1,Manohla Dargis,"‘Passing’ Review: Black Skin, White Masks",Rebecca Hall’s piercing drama stars Tessa Thompson and Ruth Negga as old friends navigating the color line in 1920s New York.,2021-11-11,2021-11-10,2021-11-11 17:42:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/11/movies/passing-review.html', 'suggested_link_text': 'Read the New York Times Review of Passing'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/11/multimedia/11passing1/11passing1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
66,Uppercase Print,,1,Devika Girish,‘Uppercase Print’ Review: Between the Lines,"Radu Jude’s rousing, form-bending new feature rails at the power of propaganda to suffocate people’s freedoms.",2021-11-11,2021-11-10,2021-11-11 12:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/11/movies/uppercase-print-review.html', 'suggested_link_text': 'Read the New York Times Review of Uppercase Print'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/12/arts/11uppercase-print/merlin_197275185_f1991c4a-f7e5-443b-9ca5-8d7b0c898ad9-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
67,Paper & Glue,,1,Lisa Kennedy,‘Paper & Glue’ Review: A Sequel of Sorts to ‘Faces Places’,"JR, plying his art of making and displaying gigantic portraits, carries on, this time without the inimitable Agnès Varda.",2021-11-11,2021-11-12,2021-11-11 12:08:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/11/movies/paper-glue-review.html', 'suggested_link_text': 'Read the New York Times Review of Paper & Glue'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/12/arts/11paper-review-pix/11paper-review-pix-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
68,7 Prisoners,R,1,Isabelia Herrera,‘7 Prisoners’ Review: Survival at Any Cost,Alexandre Moratto plunges into the psychological traumas of human trafficking in this gripping Brazilian drama on Netflix.,2021-11-11,2021-11-11,2021-11-11 12:07:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/11/movies/7-prisoners-review.html', 'suggested_link_text': 'Read the New York Times Review of 7 Prisoners'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/09/arts/seven1/seven1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
69,Belfast,PG-13,1,Jeannette Catsoulis,‘Belfast’ Review: A Boy’s Life,"In this charming memoir, Kenneth Branagh recalls his childhood in Northern Ireland through a rose-tinted lens.",2021-11-11,2021-11-12,2021-11-11 12:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/11/movies/belfast-review.html', 'suggested_link_text': 'Read the New York Times Review of Belfast'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/10/arts/belfast1/belfast1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
70,What Do We See When We Look at the Sky?,,0,Manohla Dargis,‘What Do We See When We Look at the Sky?’ Review: But I Digress,"Two strangers become near-lovers in a movie that invites you to think more about the perfectly, simply, ordinary life around them.",2021-11-11,,2021-11-11 19:27:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/11/movies/what-do-we-see-when-we-look-at-the-sky-review.html', 'suggested_link_text': 'Read the New York Times Review of What Do We See When We Look at the Sky?'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/11/multimedia/11what-do1/11what-do1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
71,Cusp,,0,Beatrice Loayza,"‘Cusp’ Review: Teenage Girls, Stuck With Shrugging Off Harm",What starts as a documentary about three Texan high schoolers becomes a look at the normalization of sexual abuse.,2021-11-11,2021-11-26,2021-11-11 19:20:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/11/11/movies/cusp-review-documentary.html', 'suggested_link_text': 'Read the New York Times Review of Cusp'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/11/11/arts/11cusp/merlin_197542584_a05e59e5-5cf8-4f32-a210-3c6881b1b36f-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
